position	chr	start	end	length	nick_coordinates
chr10:464769-467542	chr10	464769	467542	2773	464961
chr10:746475-750115	chr10	746475	750115	3640	747524
chr10:1258280-1262287	chr10	1258280	1262287	4007	1259724
chr10:1276569-1277928	chr10	1276569	1277928	1359	1277678
chr10:1302016-1308092	chr10	1302016	1308092	6076	1305476
chr10:4862731-4864819	chr10	4862731	4864819	2088	4864035
chr10:5110412-5114093	chr10	5110412	5114093	3681	5111509
chr10:5222679-5228851	chr10	5222679	5228851	6172	5226249
chr10:5234497-5240880	chr10	5234497	5240880	6383	5238374
chr10:5245354-5251383	chr10	5245354	5251383	6029	5248793
chr10:6448785-6454084	chr10	6448785	6454084	5299	6451501
chr10:6858693-6862066	chr10	6858693	6862066	3373	6859614
chr10:7137522-7142956	chr10	7137522	7142956	5434	7140364
chr10:9519878-9526029	chr10	9519878	9526029	6151	9523439
chr10:9957942-9963738	chr10	9957942	9963738	5796	9961153
chr10:10650857-10656884	chr10	10650857	10656884	6027	10654292
chr10:12856454-12861757	chr10	12856454	12861757	5303	12859175
chr10:13029256-13034503	chr10	13029256	13034503	5247	13031915
chr10:16218516-16219806	chr10	16218516	16219806	1290	16219485
chr10:17163364-17166531	chr10	17163364	17166531	3167	17163942
chr10:18587488-18593887	chr10	18587488	18593887	6399	18591307
chr10:18627418-18633448	chr10	18627418	18633448	6030	18630827
chr10:18970454-18975400	chr10	18970454	18975400	4946	18972816
chr10:18993141-18998592	chr10	18993141	18998592	5451	18996009
chr10:19286543-19287041	chr10	19286543	19287041	498	19286744
chr10:20555404-20561597	chr10	20555404	20561597	6193	20558983
chr10:20568508-20572895	chr10	20568508	20572895	4387	20570305
chr10:20937453-20943602	chr10	20937453	20943602	6149	20941010
chr10:21781742-21785063	chr10	21781742	21785063	3321	21782465
chr10:21838642-21842264	chr10	21838642	21842264	3622	21839675
chr10:22060724-22066859	chr10	22060724	22066859	6135	22064275
chr10:22089277-22095453	chr10	22089277	22095453	6176	22092880
chr10:22744433-22749078	chr10	22744433	22749078	4645	22746471
chr10:22857417-22861432	chr10	22857417	22861432	4015	22858841
chr10:22882937-22885649	chr10	22882937	22885649	2712	22883014
chr10:22885657-22889387	chr10	22885657	22889387	3730	22889203
chr10:23224131-23229595	chr10	23224131	23229595	5464	23227014
chr10:25185853-25186960	chr10	25185853	25186960	1107	25186797
chr10:25619185-25625436	chr10	25619185	25625436	6251	25623100
chr10:26006128-26009393	chr10	26006128	26009393	3265	26006805
chr10:27418271-27424390	chr10	27418271	27424390	6119	27421812
chr10:27430945-27432141	chr10	27430945	27432141	1196	27431926
chr10:27845022-27849555	chr10	27845022	27849555	4533	27846997
chr10:27899017-27903737	chr10	27899017	27903737	4720	27902872
chr10:30274231-30278235	chr10	30274231	30278235	4004	30275707
chr10:30948036-30953410	chr10	30948036	30953410	5374	30950822
chr10:31284309-31288047	chr10	31284309	31288047	3738	31285457
chr10:31453629-31456408	chr10	31453629	31456408	2779	31453833
chr10:31469210-31475223	chr10	31469210	31475223	6013	31472632
chr10:31892060-31896243	chr10	31892060	31896243	4183	31893670
chr10:32558677-32564814	chr10	32558677	32564814	6137	32562225
chr10:32705155-32709480	chr10	32705155	32709480	4325	32706894
chr10:32754652-32760755	chr10	32754652	32760755	6103	32758174
chr10:32815863-32821973	chr10	32815863	32821973	6110	32819389
chr10:32858714-32862570	chr10	32858714	32862570	3856	32859987
chr10:34067490-34073605	chr10	34067490	34073605	6115	34071054
chr10:35473782-35479771	chr10	35473782	35479771	5989	35477211
chr10:35858668-35864695	chr10	35858668	35864695	6027	35862103
chr10:36161183-36163879	chr10	36161183	36163879	2696	36161277
chr10:36401090-36405575	chr10	36401090	36405575	4485	36402994
chr10:37202227-37205611	chr10	37202227	37205611	3384	37203059
chr10:37537981-37544103	chr10	37537981	37544103	6122	37541515
chr10:37605685-37608520	chr10	37605685	37608520	2835	37605932
chr10:37693432-37698964	chr10	37693432	37698964	5532	37696393
chr10:37765638-37771784	chr10	37765638	37771784	6146	37769196
chr10:37778697-37780539	chr10	37778697	37780539	1842	37779088
chr10:37896970-37902986	chr10	37896970	37902986	6016	37900401
chr10:37995443-38001451	chr10	37995443	38001451	6008	37998875
chr10:38106141-38111494	chr10	38106141	38111494	5353	38108907
chr10:38187522-38192988	chr10	38187522	38192988	5466	38190400
chr10:38216268-38222400	chr10	38216268	38222400	6132	38219829
chr10:38264454-38265664	chr10	38264454	38265664	1210	38264555
chr10:38659189-38665330	chr10	38659189	38665330	6141	38662749
chr10:38706484-38708721	chr10	38706484	38708721	2237	38708416
chr10:38724322-38727432	chr10	38724322	38727432	3110	38724844
chr10:39025250-39029116	chr10	39025250	39029116	3866	39026526
chr10:39164852-39167897	chr10	39164852	39167897	3045	39165308
chr10:39182459-39183199	chr10	39182459	39183199	740	39183141
chr10:39259306-39265413	chr10	39259306	39265413	6107	39262836
chr10:39356881-39358109	chr10	39356881	39358109	1228	39357951
chr10:39508152-39514160	chr10	39508152	39514160	6008	39511569
chr10:41749414-41755349	chr10	41749414	41755349	5935	41752769
chr10:42435381-42441412	chr10	42435381	42441412	6031	42438821
chr10:42447197-42450618	chr10	42447197	42450618	3421	42448027
chr10:42665128-42671301	chr10	42665128	42671301	6173	42668710
chr10:43716710-43722840	chr10	43716710	43722840	6130	43720255
chr10:44138851-44142823	chr10	44138851	44142823	3972	44140244
chr10:44268315-44274469	chr10	44268315	44274469	6154	44271879
chr10:44488522-44492311	chr10	44488522	44492311	3789	44489732
chr10:44593833-44600332	chr10	44593833	44600332	6499	44597750
chr10:45265801-45271952	chr10	45265801	45271952	6151	45269368
chr10:45341485-45346129	chr10	45341485	45346129	4644	45345035
chr10:45362159-45368173	chr10	45362159	45368173	6014	45365588
chr10:45392724-45395618	chr10	45392724	45395618	2894	45393027
chr10:45668594-45670225	chr10	45668594	45670225	1631	45669454
chr10:48348882-48351272	chr10	48348882	48351272	2390	48350192
chr10:48372220-48377370	chr10	48372220	48377370	5150	48374812
chr10:49246227-49251637	chr10	49246227	49251637	5410	49249047
chr10:49714954-49721059	chr10	49714954	49721059	6105	49718483
chr10:50267345-50271003	chr10	50267345	50271003	3658	50268425
chr10:50352774-50355273	chr10	50352774	50355273	2499	50353012
chr10:50483379-50485619	chr10	50483379	50485619	2240	50484470
chr10:50760321-50763460	chr10	50760321	50763460	3139	50760886
chr10:51210054-51213477	chr10	51210054	51213477	3423	51210888
chr10:52233328-52239334	chr10	52233328	52239334	6006	52236741
chr10:53111286-53115307	chr10	53111286	53115307	4021	53114853
chr10:53370120-53376230	chr10	53370120	53376230	6110	53373669
chr10:53970434-53973451	chr10	53970434	53973451	3017	53970863
chr10:54514987-54521225	chr10	54514987	54521225	6238	54518635
chr10:55070983-55073550	chr10	55070983	55073550	2567	55072672
chr10:55601875-55607910	chr10	55601875	55607910	6035	55605320
chr10:55899641-55905708	chr10	55899641	55905708	6067	55903077
chr10:56129025-56129859	chr10	56129025	56129859	834	56129224
chr10:56186332-56192251	chr10	56186332	56192251	5919	56189672
chr10:56528068-56529319	chr10	56528068	56529319	1251	56528704
chr10:56642162-56643866	chr10	56642162	56643866	1704	56643602
chr10:56683821-56689958	chr10	56683821	56689958	6137	56687373
chr10:57717577-57722170	chr10	57717577	57722170	4593	57719655
chr10:57778846-57784971	chr10	57778846	57784971	6125	57782403
chr10:58229727-58235826	chr10	58229727	58235826	6099	58233245
chr10:58522302-58525717	chr10	58522302	58525717	3415	58523128
chr10:58655904-58656658	chr10	58655904	58656658	754	58656273
chr10:58675842-58681636	chr10	58675842	58681636	5794	58679610
chr10:59528201-59534363	chr10	59528201	59534363	6162	59531770
chr10:59659381-59662354	chr10	59659381	59662354	2973	59660577
chr10:60640114-60642788	chr10	60640114	60642788	2674	60640212
chr10:60692960-60698897	chr10	60692960	60698897	5937	60696326
chr10:61056438-61058136	chr10	61056438	61058136	1698	61057761
chr10:61551969-61553906	chr10	61551969	61553906	1937	61553600
chr10:62701706-62704656	chr10	62701706	62704656	2950	62702067
chr10:62785944-62788799	chr10	62785944	62788799	2855	62786206
chr10:62949626-62955767	chr10	62949626	62955767	6141	62953183
chr10:63967677-63970176	chr10	63967677	63970176	2499	63967852
chr10:64120283-64126312	chr10	64120283	64126312	6029	64123724
chr10:64836999-64839082	chr10	64836999	64839082	2083	64838159
chr10:64924285-64930261	chr10	64924285	64930261	5976	64927669
chr10:65101638-65105891	chr10	65101638	65105891	4253	65103322
chr10:65524706-65528375	chr10	65524706	65528375	3669	65525788
chr10:66381963-66388105	chr10	66381963	66388105	6142	66385515
chr10:66690979-66694606	chr10	66690979	66694606	3627	66694536
chr10:67230665-67236674	chr10	67230665	67236674	6009	67234087
chr10:67387044-67393069	chr10	67387044	67393069	6025	67390479
chr10:67560609-67564644	chr10	67560609	67564644	4035	67562063
chr10:67635019-67636671	chr10	67635019	67636671	1652	67635247
chr10:67636668-67642016	chr10	67636668	67642016	5348	67639430
chr10:67699632-67705791	chr10	67699632	67705791	6159	67703200
chr10:67741361-67745670	chr10	67741361	67745670	4309	67743076
chr10:72395313-72399147	chr10	72395313	72399147	3834	72398867
chr10:72435420-72441564	chr10	72435420	72441564	6144	72438974
chr10:73323334-73329500	chr10	73323334	73329500	6166	73326911
chr10:73391954-73394871	chr10	73391954	73394871	2917	73392274
chr10:74216880-74223021	chr10	74216880	74223021	6141	74220444
chr10:74347140-74353587	chr10	74347140	74353587	6447	74351002
chr10:74456690-74457411	chr10	74456690	74457411	721	74457404
chr10:76219056-76223274	chr10	76219056	76223274	4218	76220695
chr10:76475371-76479052	chr10	76475371	76479052	3681	76476474
chr10:76586841-76591752	chr10	76586841	76591752	4911	76589162
chr10:76608512-76614828	chr10	76608512	76614828	6316	76612090
chr10:76846210-76852331	chr10	76846210	76852331	6121	76849787
chr10:77567955-77570750	chr10	77567955	77570750	2795	77568158
chr10:77994510-77999308	chr10	77994510	77999308	4798	77996736
chr10:78088450-78094479	chr10	78088450	78094479	6029	78091888
chr10:78099595-78100983	chr10	78099595	78100983	1388	78100229
chr10:78667062-78671797	chr10	78667062	78671797	4735	78669957
chr10:79570393-79576489	chr10	79570393	79576489	6096	79573903
chr10:79589541-79592602	chr10	79589541	79592602	3061	79590029
chr10:79956165-79962310	chr10	79956165	79962310	6145	79959719
chr10:80306152-80309812	chr10	80306152	80309812	3660	80307596
chr10:80830406-80833600	chr10	80830406	80833600	3194	80831007
chr10:80881468-80887604	chr10	80881468	80887604	6136	80885021
chr10:81709615-81715642	chr10	81709615	81715642	6027	81713050
chr10:81734955-81741067	chr10	81734955	81741067	6112	81738476
chr10:82782712-82785364	chr10	82782712	82785364	2652	82782782
chr10:83088894-83095334	chr10	83088894	83095334	6440	83092749
chr10:83294485-83297600	chr10	83294485	83297600	3115	83295011
chr10:83375905-83378446	chr10	83375905	83378446	2541	83375927
chr10:83899820-83903205	chr10	83899820	83903205	3385	83900615
chr10:84279967-84286006	chr10	84279967	84286006	6039	84283427
chr10:84639669-84643031	chr10	84639669	84643031	3362	84640417
chr10:84746875-84749566	chr10	84746875	84749566	2691	84746977
chr10:85125746-85131881	chr10	85125746	85131881	6135	85129312
chr10:85355506-85361538	chr10	85355506	85361538	6032	85358946
chr10:85415261-85418007	chr10	85415261	85418007	2746	85415318
chr10:85518626-85520014	chr10	85518626	85520014	1388	85519126
chr10:85704050-85708126	chr10	85704050	85708126	4076	85705532
chr10:85769340-85775490	chr10	85769340	85775490	6150	85772897
chr10:85876618-85882780	chr10	85876618	85882780	6162	85880196
chr10:89316102-89322227	chr10	89316102	89322227	6125	89319636
chr10:90012225-90015592	chr10	90012225	90015592	3367	90013006
chr10:90184890-90186178	chr10	90184890	90186178	1288	90185963
chr10:90250613-90256635	chr10	90250613	90256635	6022	90254050
chr10:91026528-91029934	chr10	91026528	91029934	3406	91027349
chr10:91363405-91366452	chr10	91363405	91366452	3047	91363869
chr10:91445578-91451529	chr10	91445578	91451529	5951	91448951
chr10:91503263-91509287	chr10	91503263	91509287	6024	91506698
chr10:91531179-91535779	chr10	91531179	91535779	4600	91533207
chr10:91643839-91650295	chr10	91643839	91650295	6456	91647736
chr10:91749615-91755638	chr10	91749615	91755638	6023	91753043
chr10:92132613-92136173	chr10	92132613	92136173	3560	92133589
chr10:93520973-93527095	chr10	93520973	93527095	6122	93524513
chr10:93537467-93541422	chr10	93537467	93541422	3955	93538813
chr10:93927699-93933826	chr10	93927699	93933826	6127	93931237
chr10:94621435-94622182	chr10	94621435	94622182	747	94621567
chr10:94695556-94701636	chr10	94695556	94701636	6080	94699053
chr10:94818908-94820369	chr10	94818908	94820369	1461	94819814
chr10:95079215-95085109	chr10	95079215	95085109	5894	95082654
chr10:95138102-95141282	chr10	95138102	95141282	3180	95139467
chr10:95149484-95153532	chr10	95149484	95153532	4048	95150939
chr10:95153714-95157035	chr10	95153714	95157035	3321	95154458
chr10:98222717-98223373	chr10	98222717	98223373	656	98223113
chr10:98544741-98547818	chr10	98544741	98547818	3077	98545228
chr10:98697861-98701637	chr10	98697861	98701637	3776	98699065
chr10:98701674-98705934	chr10	98701674	98705934	4260	98703356
chr10:98937100-98943241	chr10	98937100	98943241	6141	98940657
chr10:98983670-98989658	chr10	98983670	98989658	5988	98987067
chr10:99099016-99105074	chr10	99099016	99105074	6058	99102556
chr10:99132445-99138883	chr10	99132445	99138883	6438	99136314
chr10:99152737-99158758	chr10	99152737	99158758	6021	99156174
chr10:99412518-99418062	chr10	99412518	99418062	5544	99415516
chr10:100406330-100412500	chr10	100406330	100412500	6170	100409892
chr10:100454490-100460565	chr10	100454490	100460565	6075	100458015
chr10:100702883-100704222	chr10	100702883	100704222	1339	100703026
chr10:105550208-105556235	chr10	105550208	105556235	6027	105553640
chr10:105735717-105741873	chr10	105735717	105741873	6156	105739283
chr10:105893558-105898025	chr10	105893558	105898025	4467	105897003
chr10:106114388-106120778	chr10	106114388	106120778	6390	106118200
chr10:106221261-106224391	chr10	106221261	106224391	3130	106221812
chr10:106467234-106473304	chr10	106467234	106473304	6070	106470731
chr10:107464698-107468022	chr10	107464698	107468022	3324	107465430
chr10:108023852-108026603	chr10	108023852	108026603	2751	108024604
chr10:108113943-108120006	chr10	108113943	108120006	6063	108117415
chr10:108504410-108510526	chr10	108504410	108510526	6116	108507945
chr10:108724800-108726687	chr10	108724800	108726687	1887	108725440
chr10:108949691-108954697	chr10	108949691	108954697	5006	108952102
chr10:108993267-108998371	chr10	108993267	108998371	5104	108995786
chr10:109223621-109229635	chr10	109223621	109229635	6014	109227047
chr10:109367269-109373405	chr10	109367269	109373405	6136	109370812
chr10:109605538-109610974	chr10	109605538	109610974	5436	109608379
chr10:109652357-109658473	chr10	109652357	109658473	6116	109655924
chr10:109825817-109831846	chr10	109825817	109831846	6029	109829264
chr10:111043140-111049281	chr10	111043140	111049281	6141	111046701
chr10:111583927-111589948	chr10	111583927	111589948	6021	111587356
chr10:111637108-111643242	chr10	111637108	111643242	6134	111640672
chr10:111813807-111819830	chr10	111813807	111819830	6023	111817242
chr10:112041352-112044777	chr10	112041352	112044777	3425	112042159
chr10:112062391-112068402	chr10	112062391	112068402	6011	112065827
chr10:112103925-112109951	chr10	112103925	112109951	6026	112107361
chr10:112250899-112257061	chr10	112250899	112257061	6162	112254472
chr10:113672008-113677564	chr10	113672008	113677564	5556	113674977
chr10:115133360-115135788	chr10	115133360	115135788	2428	115134609
chr10:115821426-115825440	chr10	115821426	115825440	4014	115822855
chr10:115925308-115927349	chr10	115925308	115927349	2041	115926835
chr10:118864071-118865108	chr10	118864071	118865108	1037	118864245
chr10:120445068-120451214	chr10	120445068	120451214	6146	120448615
chr10:120671008-120677312	chr10	120671008	120677312	6304	120674813
chr10:120910959-120916980	chr10	120910959	120916980	6021	120914394
chr10:120919373-120922376	chr10	120919373	120922376	3003	120919784
chr10:122867240-122872946	chr10	122867240	122872946	5706	122870360
chr10:125647551-125653649	chr10	125647551	125653649	6098	125651071
chr10:125716861-125717592	chr10	125716861	125717592	731	125717300
chr10:125945237-125951250	chr10	125945237	125951250	6013	125948687
chr10:126587907-126593709	chr10	126587907	126593709	5802	126591120
chr10:126676471-126682458	chr10	126676471	126682458	5987	126679884
chr10:129575054-129578695	chr10	129575054	129578695	3641	129576109
chr10:129738697-129739427	chr10	129738697	129739427	730	129738728
chr10:130094030-130096863	chr10	130094030	130096863	2833	130094300
